"","Document_Number","Question_ID","Question_Text","Answer_Text","Question_MP","MP_Party","MP_Constituency","Answer_MP","Date","Answer_Date","Topic","Topic_Keywords"
"80",80,"10443","To ask the Attorney General, how many civil servants in the Law Officers' Departments are part of the Government Commercial Function; and how many of those civil servants have been seconded (a) outside Government and (b) in from outside the government in each year since 2012.","<p>Since 2012 there have been no civil servants in the Crown Prosecution Service (CPS) who are employed by the Government Commercial Function.</p><p>The Attorney General’s Office (AGO), the Government Legal Department (GLD), Her Majesty’s Crown Prosecution Service Inspectorate (HMCPSI) and the Serious Fraud Office (SFO) do not have any staff who are part of the Government Commercial Function.</p>","Trickett, Jon","Labour","Hemsworth","Wright, Jeremy",2017-09-13,2017-10-09,46,"servants, civil, channel"
"81",81,"10044","To ask the Attorney General, how much has been paid to (a) men and (b) women who left the Law Officers' Departments under exit schemes since 31 March 2016.","<p>The information requested is containing in the following tables, broken down into the different Law Officers' Departments.</p><p><strong>SFO</strong></p><table><tbody><tr><td colspan=""3""><p><strong>Individuals leaving the SFO under exit schemes since 31 March 2016</strong></p></td></tr><tr><td><p><strong>Gender</strong></p></td><td><p><strong>Number</strong></p></td><td><p><strong>Total payment</strong></p></td></tr><tr><td><p>Women</p></td><td><p>6</p></td><td><p>£281k</p></td></tr><tr><td><p>Men</p></td><td><p>10</p></td><td><p>£324k</p></td></tr></tbody></table><p> </p><p><strong>Attorney General’s Office (AGO), the Government Legal Department (GLD) and Her Majesty’s Crown Prosecution Service Inspectorate (HMCPSI)</strong></p><table><tbody><tr><td colspan=""3""><p><strong>Individuals leaving the AGO, GLD and HMCPSI under exit schemes since 31 March 2016</strong></p></td></tr><tr><td><p><strong>Gender</strong></p></td><td><p><strong>Number</strong></p></td><td><p><strong>Total payment</strong></p></td></tr><tr><td><p>Women</p></td><td><p>Fewer than 5</p></td><td><p>£172,148</p></td></tr><tr><td><p>Men</p></td><td><p>Fewer than 5</p></td><td><p>£317,933</p></td></tr></tbody></table><p>Since 31 March 2016, there have been 5 or fewer men and 5 or fewer women who have left the Attorney General’s Office (AGO), the Government Legal Department (GLD) and Her Majesty’s Crown Prosecution Service Inspectorate (HMCPSI) under an early exit scheme.</p><p><strong>CPS</strong></p><table><tbody><tr><td colspan=""3""><p><strong>Individuals leaving the CPS under exit schemes since 31 March 2016</strong></p></td></tr><tr><td><p><strong>Gender</strong></p></td><td><p><strong>Number</strong></p></td><td><p><strong>Total payment</strong></p></td></tr><tr><td><p>Women</p></td><td><p>18</p></td><td><p>£1,024,651</p></td></tr><tr><td><p>Men</p></td><td><p>6</p></td><td><p>£500,040</p></td></tr></tbody></table><p> </p>","Trickett, Jon","Labour","Hemsworth","Wright, Jeremy",2017-09-12,2017-09-26,43,"deferred, agreement, men"
"82",82,"9841","To ask the Attorney General, if he will ensure that the Crown Prosecution Service always considers that racial motivation may be an aggravating factor for seeking higher sentences for conviction for child abuse.","<p>The Sentencing Council has issued a definitive guideline on the sentencing of sexual offences. Racial aggravation increases an offender’s culpability under the guideline and therefore the starting point and sentence range for the court to consider.</p><p>Prosecutors should assist the Court as necessary during the sentencing process, including drawing the Court’s attention to any relevant sentencing guidelines and the aggravating and mitigating features of the case.</p><p>Ultimately, sentencing is a matter for the court. Racial aggravation makes an offence more serious and the court has a duty to take this into account when it sentences a defendant.</p>","Hollobone, Philip","Conservative","Kettering","Buckland, Robert",2017-09-11,2017-09-22,42,"cybercrime, set, fought"
"83",83,"9827","To ask the Attorney General, with reference to the Government's review of subsection 41 of the Youth Justice and Criminal Evidence Act 1999, (a) what exercises were carried out to collate that information, (b) from what source the information has been obtained and (c) when his Department plans to publish the review.","<p>The work on section 41 has been led by officials in my Office and at the Ministry of Justice. They have sought a range of views from those familiar with how the legislation operates in practice as well as those who provide support to victims of sexual violence. The Crown Prosecution Service (CPS) has reviewed a sample of finalised rape prosecution files to assess the frequency and outcome of applications to introduce a complainant’s sexual history under section 41.</p><p> </p><p>The Lord Chancellor and I will give our response to that work as soon as we can.</p><p> </p>","Harman, Harriet","Labour","Camberwell and Peckham","Wright, Jeremy",2017-09-11,2017-09-14,47,"running, carried, raf"
"84",84,"900856","To ask the Attorney General, what steps the Government is taking to ensure that the Crown Prosecution Service has adequate resources to tackle social media hate crime.","<p>The CPS prosecutes cases where they meet the test for prosecution. It allocates its resources accordingly and will continue to do so.</p><p> </p><p>I welcome the CPS’s commitment to treat hate crimes using social media as seriously as other sorts of hate crime.</p><p> </p>","Hardy, Emma","Labour","Kingston upon Hull West and Hessle","Buckland, Robert",2017-09-11,2017-09-14,25,"crown, service, prosecute"
"85",85,"9673","To ask the Attorney General, what services the Law Officers' Departments has received from the Behavioural Insights Team since 2014.","<p>The CPS has met the Behavioural Insights Team as part of a project to encourage higher rates of defendant engagement with the CJS but have made no payment to the team.</p><p>Otherwise, the Law Officers’ Departments have not received services from the Behavioural Insights Team.</p><p><strong> </strong></p>","Trickett, Jon","Labour","Hemsworth","Buckland, Robert",2017-09-08,2017-09-19,48,"team, treasury, solicitor"
"86",86,"9180","To ask the Attorney General, how much the Law Officers' Departments paid to the Behavioural Insights Team in each year since 2014.","<p>The CPS has met the Behavioural Insights Team as part of a project to encourage higher rates of defendant engagement with the CJS but have made no payment to the team.</p><p>Otherwise, the Law Officers’ Departments have not received services from the Behavioural Insights Team.</p><p><strong> </strong></p>","Trickett, Jon","Labour","Hemsworth","Buckland, Robert",2017-09-06,2017-09-19,48,"team, treasury, solicitor"
"87",87,"HL1416","To ask Her Majesty's Government whether they have issued any guidance to the Crown Prosecution Service concerning the extent to which insults constitute hate crimes.","<p>In order for an offence to constitute a “hate crime”, first a “basic” crime has to be committed. There are a number of such possible offences which can be committed by way of an insult, particularly offences under the Public Order Act 1986, the Malicious Communications Act 1988 and the Communications Act 2003.</p><p>Such offences could be designated as a “hate crime”, if they meet the required criteria for the three strands of hate crime offences – (a) racially and religiously aggravated offences; (b) homophobic, transphobic and biphobic offences and (c) disability hate crime.</p><p>The Government does not issue legal guidance to the Crown Prosecution Service (CPS), which is independent. The CPS hate crime guidance, which must be followed by all prosecutors, was reviewed and published in June 2017.</p><p> </p>","Lord Vinson","Not found",NA,"Lord Keen of Elie",2017-09-06,2017-09-20,13,"crime, hate, economic"
"88",88,"8675","To ask the Attorney General, what cost has been incurred by the Crown Prosecution Service in each of the last 11 years of extradition proceedings in relation to suspected Rwandan genocide by Dr Vincent Bajinya, Charles Munyaneza, Emmanuel Nteziryayo, Celestin Ugirashebuja and Celestin Mutabaruka.","<p>The Crown Prosecution Service (‘CPS’) conducts extradition proceedings on behalf of foreign states in compliance with section 190 of the Extradition Act 2003.</p><p> </p><p>The CPS’ costs for the first extradition proceedings from 2006-2009 was £348,029.29. No costs were incurred in the period 2009-2013. In respect of the second extradition proceedings, the costs incurred from 2013 to date of writing are £291.277.88, although some further costs are anticipated. The total costs to date are £639,307.17. CPS records do not capture the cost of internal time spent by CPS staff on individual cases.</p>","Mitchell, Andrew","Conservative","Sutton Coldfield","Wright, Jeremy",2017-09-05,2017-09-15,49,"purse, cost, public"
"89",89,"8839","To ask the Attorney General, what recent discussions he has had with social media providers on user postings and the provisions of the Contempt of Court Act 1981.","<p>The Law Officers have had no recent discussions with social media providers on users’ postings and the provisions of the Contempt of Court Act 1981. The Attorney General has, however, announced on 15 September 2017 a Call for Evidence to consider the impact of social media on the administration of justice. The Call for Evidence will assess the risks arising from social media to the fairness of criminal trials including contempt of court, the right to anonymity of victims and the integrity of judicial orders in criminal proceedings.</p>","Tomlinson, Justin","Conservative","North Swindon","Wright, Jeremy",2017-09-05,2017-09-18,11,"court, appeal, leniency"
"90",90,"8850","To ask the Attorney General, what steps he is taking to improve public legal education.","In July, I launched a Public Legal Education panel to support and drive forward legal education initiatives. Bringing together key organisations will mean a more joined up approach to Public Legal Education and will ensure that more people can reap the benefits of the good work being done.","Tomlinson, Justin","Conservative","North Swindon","Buckland, Robert",2017-09-05,2017-09-11,50,"education, attributed, estimate"
