"","Document_Number","Question_ID","Question_Text","Answer_Text","Question_MP","MP_Party","MP_Constituency","Answer_MP","Date","Answer_Date","Topic","Topic_Keywords"
"35",35,"122985","To ask the Secretary of State for International Trade, whether it is his Department's policy that provisions on trade in services in any existing EU free trade agreements that are transitioned after the UK leaves the EU will be governed by EU regulations.","<p>Our aim is to replicate as far as possible the effects of existing trade arrangements with other countries after the UK leaves the EU. We are engaging with our trading partners to agree how best to achieve this continuity, including in relation to any implementation.</p>","Esterson, Bill","Labour","Sefton Central","Hands, Greg",2018-01-16,2018-01-19,16,"existing, free, seek"
"36",36,"122986","To ask the Secretary of State for International Trade, what assessment he has made of whether the adoption of existing EU Free Trade Agreements with third party countries can only happen with the agreement of the EU and those countries.","<p>The Government is discussing how best to secure continuity of the effects of existing EU trade agreements with partner countries, and is looking at each agreement on a case by case basis.</p><p>This work will take into account the terms and timing of any implementation period agreed with the EU, so that we can provide certainty, continuity and stability in our trade and investment relationships for businesses and consumers.</p>","Esterson, Bill","Labour","Sefton Central","Hands, Greg",2018-01-16,2018-01-19,16,"existing, free, seek"
"37",37,"123090","To ask the Secretary of State for International Trade, pursuant to the Answer of 15 January to Question 121983, if he will list each of the 14 trade working groups and 21 countries; and where that information has previously been made public.","<p>Trade Working Groups have been set up with the following partners: Andean Community (comprising Peru, Colombia and Ecuador), Australia, Canada, China, Gulf Cooperation Council (GCC) (comprising Bahrain, Kuwait, Oman, Qatar, Saudi Arabia, and UAE), Israel, India, Japan, Mexico, New Zealand, Norway, South Korea, Turkey and the USA. Individual announcements and statements are available on the department’s website.</p>","Godsiff, Roger","Labour","Birmingham, Hall Green","Hands, Greg",2018-01-16,2018-01-19,23,"group, working, experience"
"38",38,"123147","To ask the Secretary of State for International Trade, what estimate has been made of the number of single use disposable cups that are (a) used each year and (b) sent for recycling by his Department.","<p>According to information provided by our service suppliers, we estimate that the department’s catering services use around 300,000 single use disposable cups per year: 50,000 coffee cups and 250,000 plastic water cups. The Department for International Trade (DIT) is a new department and detailed sustainability data is therefore not available for 2016/17.</p><p>Staff and visitors are encouraged to dispose of waste appropriately and use recycling bins wherever possible. Our service supplier offers a cost incentive for using reusable coffee cups, and we are exploring options to reduce our reliance on plastic water cups.</p><p>DIT is committed to ensuring its day-to-day operations are environmentally friendly and, as the department develops, we will ensure this is something embedded into our ways of working.</p>","West, Catherine","Labour","Hornsey and Wood Green","Hands, Greg",2018-01-16,2018-01-24,18,"wto, schedules, modification"
"39",39,"123180","To ask the Secretary of State for International Trade, what the level of exports from the UK to Lebanon in was in (a) 2010, (b) 2015 and (c) 2016.","<p>Data on the value of UK exports to Lebanon in 2010, 2015 and 2016 are available from the ONS Pink Book 2017 (additional country data): <a href=""https://www.ons.gov.uk/economy/nationalaccounts/balanceofpayments/adhocs/007716additionalcountrydatafortradeingoodsandservicesbetween1999and2016"" target=""_blank"">https://www.ons.gov.uk/economy/nationalaccounts/balanceofpayments/adhocs/007716additionalcountrydatafortradeingoodsandservicesbetween1999and2016</a>.</p><p>The Department for International Trade (DIT) is active in Lebanon, and works to support UK companies to export goods and services through our team in the British Embassy in Beirut.</p><p>There are no current plans to appoint a Trade Envoy to Lebanon. DIT regularly assess markets’ suitability for a Trade Envoy, based on a number of criteria, including current political situation and the quantity of opportunities which would benefit from high level engagement.</p><p> </p>","Kawczynski, Daniel","Conservative","Shrewsbury and Atcham","Stuart, Graham",2018-01-16,2018-01-23,3,"control, joint, unit"
"40",40,"123181","To ask the Secretary of State for International Trade, whether he has plans to appoint a trade envoy to Lebanon; and if he will make a statement.","<p>Data on the value of UK exports to Lebanon in 2010, 2015 and 2016 are available from the ONS Pink Book 2017 (additional country data): <a href=""https://www.ons.gov.uk/economy/nationalaccounts/balanceofpayments/adhocs/007716additionalcountrydatafortradeingoodsandservicesbetween1999and2016"" target=""_blank"">https://www.ons.gov.uk/economy/nationalaccounts/balanceofpayments/adhocs/007716additionalcountrydatafortradeingoodsandservicesbetween1999and2016</a>.</p><p>The Department for International Trade (DIT) is active in Lebanon, and works to support UK companies to export goods and services through our team in the British Embassy in Beirut.</p><p>There are no current plans to appoint a Trade Envoy to Lebanon. DIT regularly assess markets’ suitability for a Trade Envoy, based on a number of criteria, including current political situation and the quantity of opportunities which would benefit from high level engagement.</p><p> </p>","Kawczynski, Daniel","Conservative","Shrewsbury and Atcham","Stuart, Graham",2018-01-16,2018-01-23,2,"next, envoy, year"
"41",41,"HL4763","To ask Her Majesty's Government, what plans they have to increase funding for promoting campaigns to encourage students in overseas countries to study in the UK.","<p>The <a href=""https://study-uk.britishcouncil.org/"" target=""_blank"">Study UK: Discover You</a> (“Study UK”) campaign led by the British Council, aims to promote UK higher education, attract the brightest and best students to choose the UK and support UK universities in their international objectives. Study UK is a core component of the government’s GREAT Britain campaign (“GREAT”), which showcases the very best of what our whole nation has to offer in order to encourage the world to visit, study and do business with the UK.</p><p> </p><p>Study UK uses digital and face to face activity in key markets to promote the quality and distinctiveness of the UK education offer in the highly competitive international market for globally mobile students. The campaign also promotes the success of international alumni of British universities in their countries and promotes other forms of UK study – for instance, by encouraging international students to study online courses provided by UK universities.</p><p> </p><p>Activity to encouraged overseas students to study UK courses on the online FutureLearn platform led to over 100,000 extra enrolments by overseas students on MOOCs (“Massive Open Online Courses”) provided by UK universities in 2016/17. Students enrolled from 124 different countries. This year, the programme has driven more than 60,000 such new enrolments to date.</p>","Lord Norton of Louth","Not found",NA,"Baroness Fairhead",2018-01-16,2018-01-30,5,"commonwealth, employed, countries"
"42",42,"122834","To ask the Secretary of State for International Trade, how many ministerial directions were issued to his Department in (a) 2016 and (b) 2017.","<p>No ministerial directions were issued in 2016 or 2017 to the Department for International Trade.</p><p /><p />","Trickett, Jon","Labour","Hemsworth","Hands, Greg",2018-01-15,2018-01-24,24,"opportunities, farmers, union"
"43",43,"122388","To ask the Secretary of State for International Trade,  if he will make it a precondition for any increase in trade between the UK and Iran that the Government of Iran adheres to international human rights norms by allowing peaceful demonstrations and protests against its policies.","<p>Her Majesty’s Government (HMG) supports trade with Iran as a key part of its commitment to the Joint Comprehensive Plan of Action (JCPoA). HMG remains concerned about the human rights situation in Iran and continues to encourage the Iranian government to improve its human rights record.</p><p>The Government provides support and advice to UK businesses looking to take advantage of the commercial opportunities in countries around the world, including in Iran.</p>","Day, Martyn","Scottish National Party","Linlithgow and East Falkirk","Stuart, Graham",2018-01-12,2018-01-22,25,"iran, 2015, test"
"44",44,"122485","To ask the Secretary of State for International Trade, how many vehicles in his Department's fleet are (a) electric vehicles and (b) ultra-low emission vehicles.","<p>The Department for International Trade uses the Government Car Service for vehicle provision. Cars provided to Departments by the Government Car Service will be included in the return for the Department for Transport.</p><p> </p><p> </p>","Creagh, Mary","Labour","Wakefield","Hands, Greg",2018-01-12,2018-01-23,26,"civil, servant, grade"
